DIX,Fort __  NJ
DIXIE,It might be whistled
DIZZIEST,Most flighty
DMD,Letters on some dentists walls
DNA,Jurassic Park letters
DNA,High-tech fingerprinting
DNAS,Gene constituents: Abbr 
DOA,Edmond OBrien film
DOA,__ double take
DOA,__ number on (clobber)
DOA,____ double take (look twice)
DOC,One of The Seven Dwarfs
DOCENTS,Guest lecturers
DOCK,Berth
DOCKS,Ties up to the wharf
DODD,The Days and Nights of Molly ____
DODD,Nutmeg State senator Chris
DODGE,Jump out of the way
DODO,Extinct bird
DODO,Once a bird
DOE,A deer
DOE,Anonymous Jane
DOE,Bucks mate
DOE,Fawns mother
DOE,Female hare
DOE,Unknowns surname
DOER,Active one
DOER,He gets things done
DOER,One who achieves
DOERS,Energetic ones
DOES,How __ that grab you?
DOESIN,Swindles
DOESNT,It __ Matter Anymore
DOG,Fido  e g 
DOG,Jack Russell  for one
DOG,Pluto or Lassie
DOG,Pug or boxer
DOGBREATH,Olfactory offender
DOGEAR,Mark by folding
DOGGEREL,Crude verse
DOGMA,Credo
DOGMA,Doctrine
DOGTAG,Bowsers ID
DOI,What __ care?
DOI,__ know you?
DOIN,Destroy
DOINGS,Goings-on
DOJO,Karate school
DOLCE,Sweetly  in scores
DOLE,1996 also-ran
DOLE,Pineapple name
DOLE,Pineapple producer
DOLED,Handed out
DOLENZ,The Monkees Micky
DOLL,Barbie or Ken
DOLLARMARK,US-German currency unit?
DOLLS,Barbie and Ken
DOLT,Nincompoop
DOMAIN,Realm
DOME,Stadium feature
DOMED,Like the Twins ballpark
DOMES,Capitol covers
DOMINOES,Tile game
DOMO,Majors attachment
DOMPERIGNON,Monk who discovered 17A
DON,Budge of tennis fame
DON,Put on
DON,Syndicate head
DONA,Lady from Portugal
DONAT,Robert of  Good Bye  Mr  Chips 
DONATIONS,Alms
DONE,Ready to eat
DONEE,Gift-getter
DONEE,Recipient
DONKEYKONG,Early video game
DONNE,Death Be Not Proud poet
DONNE,Songs and Sonnets poet
DONNE,Metaphysical poet
DONNER,Pass of history
DONNY,An Osmond
DONNYBROOKS,Brawls
DONOT,____ pass go Monopoly directive
DONOVAN,Mellow Yellow singer
DONS,Dresses
DONS,Family men?
DONT,__ Let Me Be Misunderstood
DONTS,No-nos
DONTS,Prohibitions
DOO,Scooby-__
DOO,Scooby-__  Where Are You?
DOOBIEBROTHERS,Minute By Minute band
DOOHICKEY,Woodworkers tool
DOORPRIZES,Dance giveaways
DOPES,Blockheads
DOPEY,Last dwarf?
DORAL,Open locale
DORIA,Italian statesman Andrea __
DORIC,Ancient Greek dialect
DORIS,Day of  Pillow Talk 
DORIS,Day of  The Pajama Game 
DORIS,Writer Lessing
DORM,Room at Stanford
DORM,Where to pull an all-nighter
DORMS,College bldgs 
DORO,Stella ___ (cookie brand)
DORS,Actress Diana
DORS,British Actress Diana
DOS,John ____ Passos
DOS,MS-__
DOS,Windows predecessor
DOS,Windows precursor
DOS,__ and donts
DOSES,Prescribed amounts
DOSES,Two tablets  maybe
DOSIDO,Square Dance maneuver
DOT,I addition
DOT,Finish  as an  i 
DOT,Morse  E 
DOT,With 18D  part of an E-mail address
DOT,i finisher
DOTE,Be overly fond
DOTE,Shower with love
DOTER,Grandmother  often
DOTES,Idolizes
DOTES,Is excessively fond
DOTES,Loves to death
DOTH,Blueness _____ express trueness (Ben Jonson)
DOTH,Shakespearean verb form
DOTH,Verb in  Picnic  script
DOTMATRIX,Older model printer
DOTO,Inflict upon
DOUBLEBREASTED,Like some suits
DOUBLETALK,Its never straight
DOUBT,Emulate Saint Thomas
DOUBT,Shaky belief
DOUR,Forbidding
DOVE,Did a half gainer
DOVER,Sort of sole
DOVER,White Cliffs locale
DOW,Financial average
DOW,Plastic film maker
DOWN,Fluffy feathers
DOWNFORTHECOUNT,Starched
DOWNGRADED,Debased
DOWNTOEARTH,1932 Will Rogers film
DOYEN,Senior members
DOZE,Nap
DRAB,Dreary
DRAB,Lacking pizazz
DRAB,Like khaki
DRACO,Constellation near Ursa Major
DRAFT,Preliminary outline
DRAFTS,Taproom offerings
DRAG,Tow along
DRAG,Wind resistance
DRAIN,Sink outlet
DRAM,Driblet
DRAM,Small quantity
DRAMATIC,Theatrical
DRAMS,Small drinks
DRAPE,Shape to fit
DRASTIC,Radical
DRAT,Cartoon expletive
DRATTED,Consarned
DRAW,Inducement
DRAW,Sketch
DRAWBRIDGE,River crossing
DRAWS,Ticket-sales boosters
DRAY,Sideless cart
DREAD,Be afraid of
DREAD,Fear greatly
DREAM,All I Have to Do Is __
DREAM,When I Grow Too Old to __
DREAM,Reverie
DRED,First name in an 1857 decision
DRED,Scott in the news in 1857
DRED,Stowe work
DRED,Stowes Scott
DREDGE,Deepen a waterway
DREGS,Leftovers
DRENCH,Soak
DRESS,____  down (scold)
DRESSES,Goes formal
DRESSSHIRT,Female-male garment?
DRESSY,Smart
DREW,A Barrymore
DREW,Prepared to shoot
DREWBACK,Retracted Barrymore
DRIED,Like prunes
DRIES,Helps with the dishes
DRIP,Postnasal __
DRIP,Result of a faulty washer
DRIVEIN,Once-popular theater
DRJ,NBA notable
DRNO,1962 Connery film
DRNO,Bond antagonist
DRNO,First James Bond film
DROIT,Legal claim
DRONE,Run on
DRONE,Speak in a monotone
DRONES,Speaks monotonously
DROOPS,Hangs like a walrus mustache
DROP,Discontinue
DROP,Knock down
DROP,Pine Bros  unit
DROP,__ leaf table
DROPIN,Visit casually
DROPINTHEBUCKET,Nowhere near enough  with  a 
DROSS,Smeltery refuse
DROVER,Cattle dealer
DROWSY,About to go under
DROWSY,Lethargic
DRS,HMO staffers
DRT,The 5 000 Fingers of ____
DRU,Actress Joanne
DRUDGE,Galley slave e g 
DRUG,Medication
DRUG,Word with wonder or miracle
DRUMS,Tom-tom and bass
DRUMSTICKS,Krupas meaty handful
DRWHO,TV time traveler
DRY,Unbuttered toast
DRYS,Prohibitionists
DSM,Brit  war award
DSM,Mil  honor
DSOS,Mil  honors
DST,Summer hours
DTS,Winos bane
DUAL,Double
DUANE,Eddy or Allman
DUANE,Guitarist Eddy
DUANE,Twangy guitarist Eddy
DUBBED,Like  Godzilla  or  Rodan 
DUBUQUE,Eastern Iowa city
DUCE,Italian leader
DUD,Flop
DUD,Total failure
DUE,Expected to arrive
DUEL,Affair of honor
DUELS,Shootouts
DUES,Membership charge
DUETO,On account of
DUEWEST,90 degrees left  when facing north
DUH,Well  thats obvious
DULLARD,No 51A
DUMAS,Edmond Dantes creator
DUMBWAITER,Vertical conveyance
DUMONT,Duck Soup actress Margaret
DUNCE,Dolt
DUNE,Cape Cod site
DUNE,Sahara sight
DUNES,Beach-buggy terrain
DUPED,Hoodwinked
DUPED,Took for a ride
DUPER,Super follower
DUPRE,Barbizon school painter
DURABLE,Long-lasting
DUROC,__-Jersey (red hog)
DUSK,Gloaming
DUSTDEVIL,Small whirlwind
DUSTJACKET,Bookcover
DUTCH,Kind of treat or uncle
DWEEBS,Nerds
DWYER,Virginia of various soaps
DYAD,Twosome
DYE,Cover the gray
DYE,Hair preparation
DYE,Job in a beauty parlor
DYE,Salon stuff
DYED,Became a blonde
DYERS,See 9D
DYES,Batik needs
DYES,Change colors
DYES,Food additives
DYES,Pigments
DYNE,Unit of force
DYNES,Force units
EACH,__ Dawn I Die (Cagney flick)
EACH,A shot
EAGAN,Suburb of Minneapolis-St  Paul
EAGER,Avid
EAGER,Beaverlike
EAGER,_____ beaver
EAGLE,$10 coin
EAGLE,Par minus two
EAGLE,Philly player
EAGLE,Symbolic bird
EAGLE,Two under  on the greens
EAL,JFK airlines  once
EAR,Cochlea site
EAR,Kernels locale
EAR,Listening device
EAR,Musical ability
EAR,Otolaryngology focus
EAR,Play by __ (improvise)
EAR,Stud site
EAR,Visible organ
EARDRUM,Tympanum
EARED,Auriculate
EARED,Dog-__ (shabby)
EARED,Dog-____ (shabby)
EARED,Jug-__ (like Perot)
EARED,Like some seals
EARED,Like the otary
EARED,Lop or crop follower
EARED,Lop-__ (like some dogs)
EAREDCLS,Otaries  e g 
EARFUL,Talking-to
EARL,Chief justice Warren
EARL,Grid Hall of Famer Campbell
EARL,Jazzman __  Fatha  Hines
EARL,Ladys man?
EARL,Nobleman
EARL,Viscounts superior
EARLDOM,British noblemans realm
EARLE,Hall of Famer Combs
EARLS,British noblemen
EARLS,Warren and Hines
EARLY,300-win Wynn
EARLY,Like the worm-catcher?
EARMUFF,Winter warmer
EARN,Bring in
EARN,Yield as profit
EARNED,Made
EARNED,Took home
EARNER,Breadwinner
EARNESTLY,With deep sincerity
EARNS,Acquires
EARNS,Pulls down
EARP,Marshal Wyatt
EARP,O K  Corral combatant
EARP,O K  Corral guy
EARP,OK Corral stalwart
EARPLUG,Swimmers stopper
EARS,All __ (attentive)
EARS,Cochlea sites
EARS,Corn units
EARS,Corrida reward
EARS,Huskers units
EARS,Marc Antonys loan?
EARSHOT,Hearing range
EARTH,Our world
EARTHA,Singer Kitt
EARTHMOTHER,Nurturing type
EARTO,Keep an ___ the ground
EARWAX,Q-Tip target
EASE,    with the greatest of __
EASE,    with the greatest of ____
EASE,Alleviate
EASE,Facility
EASE,Let up
EASE,Lighten
EASE,Move carefully
EASE,Peace of mind
EASE,Relaxed condition
EASED,Assuaged
EASED,Buffered
EASED,Freed from pain
EASED,Lessened
EASEL,Art supporter?
EASEL,Artists stand
EASEL,Sloans support
EASEL,Stand for Seurat
EASELS,Support for the arts?
EASER,Relief-giver
EASES,Relieves
EASES,Softens the blow
EASIER,More like pie?
EASING,Letting up
EAST,Bridge seat
EAST,Direction
EAST,Magi origin
EAST,Mah Jongg starter
EAST,Right on the map
EASTER,Holiday of the Resurrection
EASTERPARADE,Annual springtime event
EASTRIVER,Manhattan waterway
EASTS,Bridge positions
EASTS,Bridge seats
EASTS,Mah jongg seats
EASY,Like pie?
EASY,Piece of cake
EASY,Piece of cake?
EASY,Simple
EASY,Word before street or chair
EASY,__-Off oven cleaner
EASY,____ listening (radio format)
EAT,Absorb  as a loss
EAT,Chow down
EAT,Dinner hosts exhortation
EAT,Enjoy the buffet
EAT,Finish a fast
EAT,Have a nosh
EAT,Have a pop tart
EAT,Have hummus
EAT,Pig out
EAT,Put away
EAT,Scarf down
EAT,___ and run
EAT,____ crow
EATAT,__ Joes
EATAT,Vex incessantly
EATEN,Eroded by acid
EATEN,Moth-__ (timeworn)
EATER,Diner
EATER,Hash-house patron
EATER,Lotus-__ ( Odyssey  figure)
EATERY,Trattoria  for one
EATOUT,Have reservations
EATS,Absorbs  as a loss
EATS,Chows down
EATS,Comestibles
EATS,Does lunch
EATS,Greasy-spoon sign
EATS,Grub
EATS,Sups
EATSAT,Worries greatly
EATSCROW,Absorbs a humiliating defeat
EATSIN,Dines at home
EATUP,Finish
EATUP,Really enjoy
EAU,__ de cologne
EAU,____ de cologne
EAVE,Overhang
EAVE,Roof overhang
EAVES,Gutter site
EAVES,Overhangs
EBAN,My People author
EBAN,Abba ___
EBAN,Abba ____
EBAN,Non-singing Abba
EBB,Fall back
EBB,Subside
EBB,Wane
EBBED,Eased up
EBBS,Declines
EBBS,Lessens
EBBS,Recedes
EBBS,Recedes  as the tide
EBBS,Slackens
EBERT,Critic Roger
EBERT,First president of the German republic
EBERT,Movie reviewer
EBOAT,Torpedo vessel
EBOLA,Dangerous strain
EBOLA,Feared virus
EBOLI,Carlo Levis  Christ Stopped at ___ 
EBON,Black  to Blake
EBON,Cimmerian
EBONY,__ and Ivory
EBONY,Piano wood
EBRO,River to the Mediterranean
EBSEN,Actor Buddy
ECCE,__ homo: Pilate
ECCLESIA,Congregation
ECHO,Cardiffs land
ECHO,Kind of chamber
ECHO,Narcissus admirer
ECHO,Pans love
ECHO,Recording-studio effect
ECHO,Repeated sound
ECHO,Reverberation
ECHOED,Repeated
ECLAIR,Cream puff  of sorts
ECLAT,Brilliant success
ECLAT,Dazzling effect
ECO,The Name of the Rose author
ECO,Environmental prefix
ECO,Sphere opening
ECO,System starter
ECOL,Greenpeace subj 
ECON,Bus  majors course
ECON,Bus  sch  subj 
ECON,College subj 
ECON,Galbraiths subj 
ECRU,Beige
ECRU,Crossword color
ECRU,Nearly beige
ECRU,Neutral color
ECRU,Stocking shade
ECRU,Unbleached-linen color
ECRU,Yellowish-brown
ECRUS,Cruciverbalists shades
ECSTATIC,Rejoicing
ECTO,Morph lead-in
ECTO,Outer: Comb  form
ECTO,Prefix with plasm
ECU,Money on the continent
ECU,Old French coin
ECUS,Old French coins
EDA,Author LeShan
EDAM,Another yellow cheese
EDAM,Cheese from Holland
EDAM,Dutch cheese
EDAM,Mild cheese
EDAM,Netherlands town
EDAM,Wax-coated cheese
EDD,Actor Byrnes
EDDA,Icelandic tale
EDDA,Norwegian tale
EDDIE,A Van Halen
EDDIE,Martin Cranes dog on  Frasier 
EDDIEARCARO,Citation?
EDDIED,Went around in circles  in a way
EDDS,Kookie Byrnes  et al
EDDS,Byrnes and Roush
EDDY,Cyclist Merckx
EDDY,Small whirlpool
EDDY,Swirl in the stream
EDE,Dutch commune
EDEN,Barbara of the bottle
EDEN,Biblical garden
EDEN,Churchill successor
EDEN,Churchills successor
EDEN,First familys garden
EDEN,First familys place
EDEN,First place
EDEN,Genesis place
EDEN,Hagmans costar
EDEN,Heaven on earth
EDEN,Land west of Nod
EDEN,Paradise
EDENS,Delightful places
EDENS,Paradises
EDENTATE,Like sloths or armadillos
EDGAR,Journalist Guest
EDGAR,Mystery-writers award
EDGARWINTER,Frankenstein musician
EDGE,The __ of Night
EDGE,Beat by a whisker
EDGE,Border
EDGE,Brink
EDGE,Do some lawn work
EDGE,Favorable margin
EDGE,Keenness
EDGE,Rim
EDGE,Sidle
EDGE,Verge
EDGER,Lawn tool
EDGER,Lawn-neatening gadget
EDGER,Yard trimmer
EDGES,Daggers pair
EDGES,Margins of superiority
EDGES,Trims
EDGING,Nosing out
EDIBLE,Like many mushrooms
EDICT,Decree
EDICT,Fiat
EDICT,Pronouncement
EDICT,__ of Nantes
EDICTS,Proclamations
EDIE,The Sopranos actress Falco
EDIE,Actress Adams
EDIE,Adams of  The Apartment 
EDIE,Mrs  Ernie Kovacs
EDIE,Peter Gunns love
EDIE,Singer Brickell
EDIT,Blue-pencil
EDIT,Change of  Time 
EDIT,Clean up  in a way
EDIT,Cut and splice
EDIT,Do film cutting
EDIT,Do some cutting and splicing
EDIT,Make changes  maybe
EDIT,Polish language
EDIT,Prepare for publication
EDIT,Redact
EDIT,Set right
EDIT,Stet and dele
EDITED,Exchanged words?
EDITH,Meatheads mother-in-law
EDITION,Word with limited or first
EDITOR,Magazine bigwig
EDITORS,Blue-pencilers
EDITORS,New York Times staffers
EDITORS,Text approvers
EDITS,Blue-pencils
EDITS,Plies a blue pencil
EDITS,Prepares for publication
EDMONTON,Albertas capital
EDNA,The Lonely Girl writer OBrien
EDNA,Author Ferber
EDNA,Best of theater
EDNA,Poet Saint Vincent Millay
EDNA,Poet St  Vincent Millay
EDO,Conductor de Waart
EDOM,Ancient Dead Sea kingdom
EDOM,Palestines ancient neighbor
EDS,Asner and Begley
EDS,Bradley and Harris
EDS,Harris and Sullivan
EDS,Mag  staffers
EDS,Marinaro and McMahon
EDS,Masthead names: Abbr 
EDS,McMahon and Begley
EDS,Sullivan and Harris
EDS,The two Begleys
EDSEL,Collectible car
EDSEL,Ford failure
EDSEL,Ford flop
EDSEL,Henry Fords son
EDT,Clock setting in Bar Harbor
EDT,FL clock setting  in summer
EDT,MA clock setting
EDT,NY clock setting
EDT,VT summer clock setting
EDUARD,One-time actor Franz
EDUC,Cabinet dept 
EDWARDROCHESTER,Jane Eyres love
EDWIN,Former Attorney General Meese
EEC,Lower-case literary monogram
EECUMMINGS,Typographically-eccentric poet
EEE,Shoe width
EEE,Wide shoe
EEG,Brain-wave ltrs 
EEG,Neurological exam  for short
EEK,A mouse!
EEK,__ and Meek (comic strip)
EEK,____ a mouse!
EEK,____  a mouse!
EEK,Cartoon cry
EEK,Cartoon shriek
EEKS,Cartoon cries
EEKS,Mouse-sighters cries
EEL,Conger
EEL,Electric swimmer
EEL,Fish sans pelvic fins
EEL,Lamprey
EEL,Long swimmer
EEL,Moray
EEL,Slippery customer
EEL,Slippery fish
EEL,Slithery fish
EEL,Smoked delicacy
EEL,Sushi morsel
EELER,Certain fisherman
EELER,Moray seeker
EELS,Elvers folks
EELS,Hunts for congers
EELS,Lampreys
EELS,Morays
EELS,Sinuous swimmers
EELS,Skinny swimmers
EELS,Slippery swimmers
EELS,Sushi squigglers
EELSKINS,Congers outer layers
EELY,Hard to pin down
EELY,Slippery
EEN,Late in the day  poetically
EEN,Night  in poems
EEN,Sunset time to Shelley
EEN,Velvet finish
EENS,Poetic nights
EENY,Billie Holidays  ____ Meeny Miney Mo 
EER,    a rose ___ blooming
EER,Convention hanger-on?
EER,Perpetually  poetically
EER,Profit tack-on
EER,Racket attachment
EER,Slogan finale?
EERIE,Eldritch
EERIE,Inspiring dread
EERIE,Like a creaky door  perhaps
EERIE,Like howls in the night
EERIE,Out of this world
EERIE,Really strange
EERIE,Spooky
EERIE,Uncanny
EERIE,Unconventional
EERIE,Unearthly
EERIE,Weird
EERIER,More creepy
EERIER,More uncanny
EERIER,Weirder
EERINESS,Inexplicable fear
EERO,Architect Saarinen
EERO,Contemporay of Alvar
EERO,Eliels son
EERO,Saarinen
EERY,Spine-chilling
EFFECT,Aftermath
EFFETE,Enervated
EFFETE,Lacking in physical strength
EFFS,Dismal grades
EFFS,Flunking grades
EFLAT,Key of Beethovens  Eroica 
EFT,Immature newt
EFT,New newt
EFT,Young newt
EFTS,Newts
EFTS,Young newts
EGAD,By gosh!
EGAD,Holy Toledo!
EGAD,Zounds! relative
EGAD,Archaic oath
EGAD,Mild exclamation
EGAD,Mild oath
EGAL,Even-handed at the Senat
EGAL,French peer
EGAL,Henris peer
EGAN,Richard of  A Summer Place 
EGAN,Western star Richard
EGBERT,Pretty Baby composer van Alstyne
EGEST,Discharge
EGEST,Externalize  in a way  
EGG,Cackleberry
EGG,Kind of timer
EGG,Roll or toss preceder
EGG,Silly Putty container
EGGAR,Actress Samantha
EGGED,Started the day right?
EGGED,Urged
EGGO,Downyflake rival
EGGS,Hens fruit
EGGS,Ova
EGGS,Quiche-makers need
EGGS,Souffle need
EGGS,They may be served over
EGGS,__ Benedict
EGGY,Like French toast
EGIS,Sponsorship
EGO,I problem?
EGO,I strain?
EGO,Conceit
EGO,Inflatable psyche part
EGO,Kind of trip
EGO,Maniacs introduction?
EGO,Self
EGO,Trip taker of a sort
EGOIST,One with an  I  problem
EGOISTIC,Looking out for number one
EGOISTS,Me-first folks
EGOISTS,Self-absorbed ones
EGOISTS,Self-seekers
EGOMANIA,Conceit  big time
EGOS,Braggarts have big ones
EGOS,Selves
EGRET,Everglades bird
EGRET,Plumed bird
EGRET,Plumed heron
EGRET,White heron
EGRET,White-plumed bird
EGYPT,Pyramid land
EHS,Questioning syllables
EIDER,Big duck
EIDER,Down source
EIDER,Where to get down
EIDER,You can get down from it?
EIDER,You want this ducks down
EIDOLA,Image of an ideal
EIFFEL,___Tower
EIGHT,TV show   ____ is Enough 
EIN,Ich bin __ Berliner
EIN,Ich bin ____ Berliner
EIN,One in Essen
EIN,One  in Worms
EINE,"__ Kleine Nachtmusik
atc2001EINE__ Kleine Nachtmusik "
EINE,__ kleine Nachtmusik
EINE,___ Kleine Nachtmusik
EINE,"____ Kleine Nachtmusik
atc2001EINE____ Kleine Nachtmusik "
EINE,One  to Kohl
EIRE,Brian Borus land
EIRE,Corks locale
EIRE,Dublins land
EIRE,Emblem
EIRE,Ireland  in Ireland
EIRE,Land of leprechauns
EIRE,Limerick land
EIRE,Republic proclaimed in 1949
EIRE,Word on an Irish stamp
EIRE,Yeats country
EISEN,ESPNs sports anchor Rich
EITHER,__-or situation
EJECTS,Bails out  nowadays
EKCO,Housewares name
EKE,Barely manage
EKE,Get with great effort
EKE,Stretch
EKE,Word with out
EKE,__ out (supplement)
EKE,_____  out
EKED,Barely managed
EKED,Employ
EKED,Got with great effort
EKED,Just squeaked by
EKED,__ out a living (got by)
EKES,Scratches (out)
EKG,Heart lines?
EKG,Heart test  for short
EKG,Heart-activity letters
EKING,Adding to
ELA,Guidonian note
ELAINE,Actress May
ELAINE,Stritch of theater
ELAL,Carrier to Tel Aviv
ELAL,Israeli flier
ELAL,Mideast airline
ELAL,Mideast carrier
ELAM,Old actor Jack
ELAN,Dash
ELAN,Enthusiasm
ELAN,Flair
ELAN,Liveliness
ELAN,Pizzazz
ELAN,Verve
ELAND,African antelope
ELAND,Spiral-horned beast
ELAPSE,Slip by
ELAPSES,Passes
ELATE,Delight
ELATE,Fill with glee
ELATE,Make joyful
ELATE,Overjoy
ELATE,Put on cloud nine
ELATE,Thrill
ELATED,In a high-fiving mood
ELATED,Tickled pink
ELATES,Makes joyful
ELAYNE,Comic Boosler
ELBA,Exile isle
ELBA,Exile spot
ELBA,Famed exile spot
ELBA,Island in the Tyrrhenian Sea
ELBA,Island near Corsica
ELBA,Italian island
ELBA,Napoleons exile spot
ELBERT,Author Hubbard
ELBOWS,Funny-bone sites
ELCID,Ruy Diaz de Bivar  familiarly
ELD,Antiquity  in days past
ELDER,Senior
ELDERLY,Venerable
ELDERS,Church officers
ELDORADO,Legendary realm
ELEANOR,FDRs lady
ELEC,A util 
ELECT,Choose
ELECT,Decide
ELECT,Make a choice
ELECT,Put in office
ELECT,Send to Congress
ELECT,Vote in
ELECTEE,Officeholder-to-be
ELECTRICBLANKET,Its on a bed
ELECTS,Picks out
ELECTS,Votes in
ELEE,Waiting for the Robert __
ELEE,General Robert __
ELEGIZED,Wrote sad  sad verse
ELEGY,Mournful ode
ELEM,Basic: Abbr 
ELEM,Early sch 
ELEM,Youngsters sch 
ELEMENTS,Periodic table members
ELENA,"For the Sake of ___  by Elizabeth George
atc2001ELENAMaria __ "
ELENA,Maria ___ (1933 song)
ELENA,Actress Verdugo
ELENA,Makarova of tennis
ELENI,Kate Nelligan movie
ELENI,Nicholas Gage title
ELEV,Alt 
ELEVATE,Raise
ELEVATION,Peak statistic
ELEVATOR,London lift
ELEVEN,Football-team complement
ELF,Brownie
ELF,Keebler worker
ELF,North Pole worker
ELF,Santas assistant
ELF,Seasonal worker
ELF,Toy maker
ELF,Wee worker
ELFIN,Impish
ELGIN,Fox River city
ELHI,Of grades 1-12
ELI,Actor Wallach
ELI,Bulldog?
ELI,Connecticut collegian
ELI,Inventor Whitney
ELI,New Haven collegian
ELI,New Haven student
ELI,One of the Whitneys
ELI,Ransom __ Olds
ELI,Yale man
ELI,Yalie
ELIA,Charles Lamb pseudonym
ELIA,Director Kazan
ELIA,Lambs pen name
ELIA,Mr  Kazan
ELIA,Name in essays
ELIA,Noted English letter writer
ELIAS,Inventor Howe
ELIAS,Novelist Canetti
ELICIT,Draw out
ELIDE,Say  Gday  or  Go way 
ELIDE,Skip over
ELIE,Nobelist Wiesel
ELIE,Sculptor Nadelman
ELIE,Wiesel
ELIJAH,Black Muslim leader Muhammad
ELIOT,Adam Bede penner
ELIOT,Cats lyricist
ELIOT,Middlemarch author
ELIOT,Prufrock poet
ELIOT,Prufrocks creator
ELIS,Bush and Clinton  once
ELIS,Ivy League team
ELIS,Yale Bowl squad
ELISE,Fur __
ELISE,Beethovens  Fur __ 
ELITE,A list
ELITE,Cream of the crop
ELITE,Type type
ELITE,Typewriter font
ELITE,Upper crust
ELITES,Best of the best
ELITISTS,Above-the-rest people
ELIZ,Of the yrs  1558-1603
ELK,Benevolent brother
ELK,Large  antlered mammal
ELK,Lodge member
ELK,Wapiti
ELK,__ Grove Village  IL
ELKE,Actress Sommer
ELKE,Ms  Sommer
ELKE,Sommer in the cine
ELKE,Sommer of  The Prize 
ELKE,Sommer of the screen
ELKS,BPOE part
ELKS,Fraternal group
ELKS,Mens club
ELKS,Wapitis
ELL,Blueprint extra
ELL,Building addition
ELL,Building extension
ELL,Building wing
ELL,Conduit bend
ELL,Right-angled pipe
ELL,Wing
ELL,Wren wing
ELLA,__ Cinders (old comic strip)
ELLA,A Fitzgerald
ELLA,Actress Raines
ELLA,Poet ___ Wheeler Wilcox
ELLA,Scat expert
ELLA,Songstress Fitzgerald
ELLAS,Grasso and Raines
ELLE,Diminutive suffix
ELLE,Fashion mag
ELLE,Fashion magazine
ELLE,French magazine
ELLE,Glamour competitor
ELLE,Model MacPherson
ELLE,Vogue competitor
ELLE,Vogue rival
ELLE,Vogues rival
ELLEN,Actress Barkin
ELLEN,Ms  Barkin
ELLEN,Novelist Glasgow
ELLERYQUEEN,Frederic Dannay and Manfred B  Lee  collectively
ELLIE,Miss __ of  Dallas 
ELLIS,Designer Perry
ELLIS,Immigrants island
ELLIS,Island of arrival
ELLS,Architectural annexes
ELLS,Building extensions
ELLS,Building wings
ELLS,Certain wings
ELLS,Elbows in pipes
ELLS,Home extensions
ELLS,Pipe bends
ELLY,Jethros cousin
ELM,Nightmare street
ELM,Deciduous tree
ELM,Massachusetts state tree
ELM,Nightmarish street
ELM,Slippery __
ELM,Slippery tree?
ELMAN,Violinist Mischa
ELMER,Glue name
ELMERSRICE,Dish for a playwright?
ELMO,Blondie boy
ELMO,Dagwoods young neighbor
ELMO,Kid in  Blondie  comics
ELMO,Sailors saint
ELMO,Ticklish muppet
ELMS,Desire Under the __
ELMS,Hardwood sources
ELNINO,Pacific current
ELO,Dont Bring Me Down band
ELO,Evil Woman band
ELO,Evil Woman rock gr 
ELO,Evil Woman rockers
ELO,Telephone Line band
ELO,Telephone Line rock group
ELOGE,Encomium  old style
ELOI,The Time Machine people
ELOI,Time Machine people
ELOI,Morlocks quarry
ELOISE,Plaza Hotel girl
ELOISE,Plaza Hotel resident
ELON,College or biblical town
ELON,North Carolina college
ELOPE,Flee with a flame
ELOPE,Run to the J P 
ELOPE,Take the honey and run
ELOPED,Wed in haste
ELOPES,Weds on the run
ELROD,Town near Tuscaloosa
ELROY,Jetsons boy
ELS,Disappearing transports
ELS,Ernie of the PGA
ELS,Loop sights
ELS,Overhead city transports
ELS,Trains on trestles
ELS,Two-time U S  Open champ
ELSA,Born Free lioness
ELSA,Lohengrin princess
ELSA,Hostess Maxwell
ELSA,Lanchester of film
ELSA,Lanchester or Maxwell
ELSE,So what __ is new?
ELSE,Stop or __!
ELSE,What ___ is new?
ELSE,Choice word
ELSE,If not
ELSE,On the other hand
ELSE,Or __ (ultimatum words)
ELSE,Otherwise
ELSE,Ultimatum ender  perhaps
ELSIE,Borden bovine
ELSIE,Borden cow
ELSIE,Commercial cow
ELTON,John who sang about Diana
ELTON,Knighted John
ELTON,Performer John
ELTON,Singer John
ELTONJOHN,Goodbye Yellow Brick Road singer
ELTORO,A whole lot of bull
ELUATE,Dissolved matter
ELUDER,Slippery one
ELUL,Jewish month
ELVER,Young moray
ELVIS,The King
ELVIS,Canadian skater Stojko
ELVIS,Graceland name
ELWES,Cary of  The Princess Bride 
ELY,Tarzan portrayer Ron
EMACIATE,Waste away
EMACIATED,Gaunt
EMAIL,Internet communication
EMAIL,Modern messages
EMAIL,On-line letters
EMANATE,Flow from
EMANCIPATOR,Lincoln  on January 1  1863
EMBAR,Fasten in
EMBAR,Imprison  in a way
EMBED,Enclose deep within
EMBED,Implant
EMBED,Set in
EMBER,Barbecue leftover?
EMBER,Coal remnant
EMBLEMS,Symbols
EMBOLDENS,Encourages
EMBOSS,Put a raised design on
EMCEE,Act introducer
EMCEE,Alex Trebek or Pat Sajak
EMCEE,Alex Trebek  for one
EMCEE,Payment
EMCEE,Roast host
EMCEE,Trebek or Sajak
EMCEED,Acted the host
EMDEN,German WWII naval base
EMEER,Mideast potentate
EMEER,Moslem prince
EMEND,Correct
EMEND,Edit
EMEND,Fix
EMEND,Fix the copy
